Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
Introduction to Small Molecule Drug Discovery & Development	0.0	Beginner level	Flexible schedule	The different stages of drug discovery and development, including the tools and technologies influencing how we think about new medicines. Investigate drug metabolism, pharmacokinetics and drug safety all the way to clinical development and beyond from the needs of the patient. 	Drug Development, drug discovery value chain, drug safety, Pharmacokinetics, metabolism	The starting point for drug discovery: The needs of the patient , The early phases of drug discovery, Drug metabolism, pharmacokinetics and drug safety , Development phase	Dr Susan Winks 	University of Cape Town	Health	https://www.coursera.org/learn/drug-discovery-development	17.0	0
Mindfulness and Well-being: Foundations	4.8	Beginner level	Flexible schedule	Key mindfulness concepts and practices that support the ability to use attention in an enhanced way.Concepts and practices that deepen the understanding of the mind/body connection, and highlights ways that the body is a direct portal to presence.Guidance for enhancing resilience, with specific regard to opening to and accepting a wide range of emotion.How to take the benefits that come from regular meditation and integrate them into daily life, as well as establishing a regular meditation routine.	interoceptive techniques, Basics of meditation, Improved focus	Welcome to the Course, Learning to Pay Attention, Understanding the Mind/Body Connection, Exploring Your Inner Landscape, The Nuts and Bolts of Establishing a Practice	Dr. Elizabeth Slator	Rice University	Health	https://www.coursera.org/learn/foundations-of-mindfulness	16.0	727
Organ Donation: From Death to Life 	4.8	Intermediate level	Flexible schedule	The science behind death determination and when it is possible for deceased organ donation take place. How to ensure the option of organ donation is compassionately explored in all appropriate situations at the end of life in the best way possible.	organ donation, cultural and religious considerations, logistics of the organ donation process, good ethical practices	Brain Death and Consent, Donation after Circulatory Death , The Organ Donation Process, Ethical Issues in Transplantation	David Thomson	University of Cape Town	Health	https://www.coursera.org/learn/organ-donation	16.0	857
Infectious Disease Modelling Specialization	4.8	Intermediate level	Flexible schedule	Construct valid mathematical models capturing the natural history of a given infectious disease. Implement a mathematical model in R, calibrating it against epidemiological data in order to estimate key model parameters  Use a calibrated model to create model projections for different intervention scenarios  Explain the strengths and limitations of a mathematical model in relation to given research and policy questions 	Modeling, R Programming	Developing the SIR Model, Interventions and Calibration, Building on the SIR Model	Nimalan Arinaminpathy	Imperial College London	Health	https://www.coursera.org/specializations/infectious-disease-modelling	80.0	257
Qualitative Research Design	4.8	Beginner level	Flexible schedule	Design a qualitative research project to respond to specific public health problems/questions.   Design strategies and instruments for qualitative data collection linked to study objectives and appropriate for the population of interest.   Address ethical concerns in qualitative research design and implementation.   	Not specified	Introduction to Qualitative Research, Qualitative Methods, Objective-Driven Design, Methods, Population, Sampling, & Recruitment, Research Ethics, Course Project and Design Examples	Karen Andes, PhD	Emory University	Health	https://www.coursera.org/learn/qualitative-research-design	21.0	99
Anatomy: Human Neuroanatomy	4.9	Beginner level	Flexible schedule	Learn the gross anatomy of the central and peripheral nervous systems, and the names and functions of the cranial nervesUnderstand how sensory information enters the brainUnderstand how the brain and spinal cord control the musclesUnderstand how the autonomic nervous system activates the fight or flight response	Peripheral nervous system, human anatomy, Cranial nerves, Nervous system, Autonomic nervous system	Gross Anatomy of the Nervous System, Spinal Cord, Autonomics, Motor Systems, Sensory Systems, Brain Stem and Cranial Nerves, Cortex	Kelli Sullivan	University of Michigan	Health	https://www.coursera.org/learn/anatomy403-3x	17.0	891
Curanderismo: Traditional Healing of the Mind, Energy & Spirit	4.8	Beginner level	Flexible schedule	Provide information on the healing traditions, rituals, and remedies of Curanderismo.Interpret the spiritual/energetic components by observing the importance of creating a sacred space and healing through traditional events.Compare different types of spiritual/energetic cleansings including Tonalli and susto magical fright.    Describe the benefits of Laugh theraphy, sound and music and how they can transform your life.    	Not specified	SPIRITUAL  HEALING (LIMPIAS) & HEALING FRIGHT AND SHOCK (SUSTO), SPIRITUAL CLEANSINGS (LIMPIAS) & TONALLI CLEANSING , BURNING INCENSE FOR HAMONIZING & LAUGH THERAPY (RISATERAPIA), SWEATLODGE (TEMAZCAL), HEALING THROUGH SOUND & HEALING WITH MUSIC, CREATING SACRED SPACES FOR HEALING & HEALING GRIEF THROUGH DAY OF THE DEAD (DÍA DE LOS MUERTOS)	Mario Del Angel-Guevara, Eliseo (Cheo) Torres	University of New Mexico	Health	https://www.coursera.org/learn/curanderismo-traditional-healing	18.0	113
Positive Psychology Specialization Project: Design Your Life for Well-being	4.8	Not specified	Flexible schedule	Identify your five signature strengthsDescribe the character strengths that promote well-beingCraft a positive intervention using a signature strengthShare your work by writing a post-intervention assessment	Character Strengths And Virtues, Flourishing, Positive Psychology, Personal Development	Character Strengths: One Concept to Rule them All, Peterson Theory on Psychological Mental Illness as defined as an Excess, an Absence, or an Opposite of a Character Strength rather than by the Presence or Absence of a Symptom in the DSM, Developing a Positive Intervention using a signature strength to bolster a strength absence or strength opposite. Hypothesis & Experiment Design for Personal Positive Intervention, Putting the Positive Intervention into Action	Martin E.P. Seligman, Ph.D.	University of Pennsylvania	Health	https://www.coursera.org/learn/positive-psychology-project	12.0	788
Measuring Disease in Epidemiology	4.7	Beginner level	Flexible schedule	Calculate and interpret appropriate measures in order to describe disease frequency, association and attributable risk for given scenarios.Calculate sensitivity, specificity, positive and negative predictive values, in order to interpret these values in the context of screening.	incidence, Epidemiology, association, Prevalence	Measures of disease frequency, Measures of association, Attributable risk and strategies for prevention, Disease detection and screening	Filippos Filippidis	Imperial College London	Health	https://www.coursera.org/learn/measuring-disease-epidemiology	10.0	708
Mindware: Critical Thinking for the Information Age 	4.8	Beginner level	Flexible schedule	Apply decision-making methods from this course to your own life.Identify key terms that relate to causes of cognitive bias.Better assess probability based on contextual factors.	Decision-Making, Data Analysis, Cost–Benefit Analysis, Statistical Inference, Sunk Costs, Cognitive Bias	Introduction, Lesson 1: Statistics, Lesson 2: The Law of Large Numbers, Lesson 3: Correlation, Lesson 4: Experiments, Lesson 5: Prediction, Lesson 6: Cognitive Biases, Lesson 7: Choosing and Deciding, Lesson 8: Logic and Dialectical Reasoning, Conclusion	Richard E. Nisbett	University of Michigan	Health	https://www.coursera.org/learn/mindware	13.0	1340
Understanding Psychosis	0.0	Intermediate level	Flexible schedule	Define psychosisDescribe the health disparities associated with psychosis-spectrum disordersUtilize strategies that improve engagement of individuals with psychosis in healthcareExplain the relevance of Trauma-Informed Care to psychosis-spectrum disorders	healthcare, Patient Care, Mental Health	Module 1: Psychosis Fundamentals,  Module 2: Mental Health Services: History and New Directions,  Module 3: Psychosis and Health, Module 4 : Trauma-Informed Care	Adrienne Lapidos	University of Michigan	Health	https://www.coursera.org/learn/understanding-psychosis	12.0	0
Clinical Trials Analysis, Monitoring, and Presentation	4.8	Beginner level	Flexible schedule	Calculate clinical trial sample sizeMonitor clinical trial performanceAnalyze results from clinical trialsCommunicate results from clinical trials	Research Methods, Data Analysis, Communication, Sample Size Determination, Monitoring	Clinical Trial Sample Size, Trial Monitoring, Reporting Results From Randomized Clinical Trials (RCTs), Analyzing Trials, Advanced Topics	Elizabeth A. Sugar, PhD, David M. Shade, JD, Janet Holbrook, PhD, MPH	Johns Hopkins University	Health	https://www.coursera.org/learn/clinical-trials-analysis-presentation-statistical-monitoring	4.0	30
The Science of Movement  Specialization	0.0	Intermediate level	Flexible schedule	Be able to explain how the nervous system controls the muscle forces that drive movementDistinguish the role of different parts of the nervous system in producing movement.Develop interventions that can improve and restore movement capabilities	Spinal reflex pathways, Strength training, Neural pathways in the control of movement, Control of muscle force, Electrical activation signals, Adaptations in neuromuscular properties, Fatigue and fatigability, Neural control of locomotion, Recovery after nervous system injury, Neuromuscular adaptations with aging	Movements Are Controlled By Muscle Forces, Fundamental Neural Pathways For Movement, Movement Capabilities Depend on Neuromuscular Properties	Roger Enoka	University of Colorado Boulder	Health	https://www.coursera.org/specializations/science-of-movement	240.0	0
Herbal Medicine	4.9	Intermediate level	Flexible schedule	Discuss the role of herbal medicines in healthcare overall as well as your potential role.Discuss overall botanical actions and methods for creating botanical preparations.Assess patients, including potential for herb-drug interactions and other potential contraindications and considerations for special populations.Educate patients on quality control and safety issues.    	symptom management, herbal preparations, integrative care, evidence-based practice, botanical safety	"Herbal Medicines in Healthcare, Using Botanicals Safely, How Do Botanical Medicines Work?, ""Botanical Medicines for Mental Wellbeing, Womens Health, and Musculoskeletal Pain"", Botanical Medicines for Upper Respiratory and Skin Conditions, Skills Workshop: Final Project, Botanicals for GERD, GI and Liver Disorders, and UTIs"	Amy Taylor, MD	University of Minnesota	Health	https://www.coursera.org/learn/herbalmedicine	17.0	764
Caring for Others Specialization	4.8	Beginner level	Flexible schedule	Develop language to describe the experience of being a care worker, the recipient of care, and/or certain concepts to talk about careIdentify caring professions, describe the motivations for entering caring professions, and identify pathways into caring professions.Understand the individual experience of suffering and care in a larger social contextDevelop a deeper appreciation of the centrality of care in human society	health, care, well-being, social science	Suffering and the Human Condition, Thinking About Care, The Challenges of Modern Caregiving	Don Grant	University of Colorado Boulder	Health	https://www.coursera.org/specializations/caring-for-others	40.0	16
Introduction to Seaweeds	4.9	Intermediate level	Flexible schedule	Introductory seaweed farming techniques.Basic seaweed cultivar domestication.Seaweed identification, systematics and evolutionary relationships.	Marine Agronomy husbandry, Seaweed Biology Interpretation, Aquaculture Engineering	Seaweed Introduction, Seaweed Biology, Ecology and Seaweed Ecosystem Services, Seaweed Aquaculture, Seaweeds and Humanity, Seaweed Products, Seaweed Biotechnology	"Ira ""Ike"" Levine, Jennifer Smith"	University of California San Diego	Health	https://www.coursera.org/learn/introduction-to-seaweeds	26.0	25
Immunology: Innate Immune System	4.8	Intermediate level	Flexible schedule	You will identify key innate immunity cells, molecules, and direct defence mechanisms.You will also learn how our microbiota, the overall micro-organisms found in our body, influences our innate immune response.Finally, you will understand how our innate immune cells inform our adaptive system of the presence of a threat.	Tumour immunity, Autoimmunity, Immunology, Infectious Diseases	Components of the innate immune system, The complement system, Programming of innate immunity by the microbiota, Antigen processing - MHC Class I and Class II, Natural killer cells	Malgorzata (Maggie) Trela, Sophie Rutschmann	Imperial College London	Health	https://www.coursera.org/learn/immunology-innate-immune-system	7.0	55
Mindfulness and Well-being: Living with Balance and Ease	4.9	Beginner level	Flexible schedule	Increase capacity for attentional control, sustained focus and presence.Concepts and practices that deepen the understanding of the mind/body connection, and highlights ways that the body is a direct portal to presence.Cultivate compassion for self and others	Meditation, Stress Management, Self-Care	Welcome to the Course!, Stress and Mind/Body Systems, Mindful Stress Reduction, Creating and Sustaining Balance in an Unstable World, Achieving Positive Health	Dr. Elizabeth Slator	Rice University	Health	https://www.coursera.org/learn/foundations-of-mindfulness-ii-living-with-balance-and-ease	20.0	302
Introduction to Food and Our Environment	4.8	Beginner level	Flexible schedule	You will learn how to eat in a way that optimizes your health and the health of the planet, making the most of the resources available to you.You will also learn how to be an environmentally-conscious consumer, whether you’re at the grocery store or eating out.	How you can alter your consumption of protein to optimize your health and the health of the environment, How to navigate the egg section (understanding terms like free range and pasture raised), How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods), How to reduce food waste, How to identify sustainably caught (or farmed) fish and seafood	Eating for Our Health and the Health of Our Planet, How Meat and Milk Impact Our Planet, How Seafood and Egg Consumption Impact Our Planet, The Future of Food?	Maya Adam, MD	Stanford University	Health	https://www.coursera.org/learn/food-sustainability-environment-planet-health	5.0	138
Aromatherapy: Clinical Use of Essential Oils	4.9	Beginner level	Flexible schedule	Describe the current and potential role of aromatherapy in health and healthcare.Identify safety and ethical issues and discuss their application in practice situations.Assess, administer, and evaluate the use of essential oils for management of pain, anxiety, nausea, and fatigue.Discuss logistics of establishing and sustaining a clinical aromatherapy program.	improved symptom management, patient-centered care, wellbeing, evidence-based practice, integrative healthcare	What is Aromatherapy and its Role in Health and Healthcare?, What Do I Need to Know About Safety and Quality?, Application and Delivery Methods, Essential Oils for Managing Pain and Anxiety, Essential Oils for Managing Nausea and Fatigue, Peer Review Project, Establishing and Sustaining a Clinical  Aromatherapy Program	Janet Tomaino, DNP	University of Minnesota	Health	https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils	16.0	451
Essentials of Palliative Care	4.6	Beginner level	Flexible schedule	Define the scope of palliative care and the roles of primary and specialist teams in comprehensive care for patients and familiesExplain the components of an interdisciplinary patient treatment plan that includes physical, emotional, social and spiritual care Discuss basic strategies for addressing psychosocial and relationship concerns in the context of serious illnessEngage in goals of care and advance care planning discussions with patients and families	Communication, Goals of Care/ACP, Self-Care, Palliative Care, Psychosocial Support	Course Introduction and Overview, Introduction to Palliative Care, Communicating with Patients, Psychosocial Distress, Goals of Care & Advanced Directives, Self-Care, Final Steps	Kavitha Ramchandran, Jan DeNofrio	Stanford University	Health	https://www.coursera.org/learn/essentials-of-palliative-care	10.0	62
Introduction to Translational Science	4.5	Beginner level	Flexible schedule	Students will be able to define translational science.Students will be able to explain how translational science can accelerate research discoveries to impact healthcare practices.	Not specified	Translational Science - The Big Picture and T1 - Translation to Humans, T2 - Translation to Patients and T3 - Translation to Practice, T4 - Translation to Communities and Participating in Clinical and Translational Research	Martin S. Zand, MD, PhD	University of Rochester	Health	https://www.coursera.org/learn/intro-translational-science	10.0	114
Understanding Patient Perspectives on Medications	4.8	Intermediate level	Flexible schedule	Explain the benefits of including patients' perspectives in healthcare practice and policy.Explore the patient perspective on medicines use.	Not specified	Why is the patient perspective important?, Patient stories, The professional perspective, How to apply and explore the patient perspective	Sofia Kälvemark Sporrong, Lotte Stig Norgaard, Anna Birna Almarsdottir	University of Copenhagen	Health	https://www.coursera.org/learn/patient-perspectives-on-medications	14.0	99
Curanderismo:Influencias Globales de la Medicina Tradicional	4.9	Beginner level	Flexible schedule	Apreciar las contribuciones de los curanderos de la actualidad por mantener y enseñar la medicina tradicional mexicana a las nuevas generaciones.Evaluar las similitudes y diferencias entre las influencias de las creencias indígenas peruanas con los rituales y hierbas usadas en MéxicoApreciar cómo la cultura mexicana ha honrado y celebrado la memoria de sus antepasados con el día de los muertos.	Rituales, Medicina espiritual, Medicina herbal	Introducción al curanderismo / El último Chenchito, El último de los curanderos fidencistas, Limpias energéticas/espirituales de México y de Cuba, Tratamiento tradicional maya para la mujer / Manteadas y sobadas, Modalidades de curación afro-puertorriqueña y tabaco sagrado del Perú, Curación del duelo con el día de los muertos  	Mario Del Angel-Guevara, Eliseo (Cheo) Torres	University of New Mexico	Health	https://www.coursera.org/learn/curanderismo-influencias-globales	14.0	12
Validity and Bias in Epidemiology	4.9	Intermediate level	Flexible schedule	Identify different types of biases that may occur in epidemiological studies, in order to apply strategies to reduce such biases.	Selection Bias, Interaction (Statistics), Validity, Confounding, Information bias	Module 1: Introduction to Validity and Bias, MODULE 2: Confounding, MODULE 3: Dealing with Confounding, MODULE 4: Effect Modification	Filippos Filippidis	Imperial College London	Health	https://www.coursera.org/learn/validity-bias-epidemiology	7.0	227
Fundamentals for Implementing a Hypertension Program	4.9	Beginner level	Flexible schedule	Learners will learn key concepts for hypertension diagnosis and management, as well as how to effectively operate hypertension programs. 	Management Of Hypertension, Hypertension Diagnosis, Management of Hypertension programs	Fundamentals of Hypertension, Basics of Hypertension Diagnosis and Management, Clinic-Based Hypertension Management, Community-Based Hypertension Management, Medication Supply to Improve Blood Pressure Control, Improving Operational Effectiveness in Hypertension Programs	Kunihiro Matsushita, MD, PhD	Johns Hopkins University	Health	https://www.coursera.org/learn/hypertension-program	3.0	26
Immunology: Immune Failures and Cancer Immunology	4.6	Intermediate level	Flexible schedule	In this course, you will learn the causes and consequences of a failing immune system.You will explore the impact of genetic deficiencies on the immune response.You will understand the relationship between tumour and immune cells and how this leads to tumour survival.	Tumour immunity, Autoimmunity, Immunology, Infectious Diseases	Immunodeficiencies, Tertiary lymphoid structures, Tumour immunology, Viral persistence and human cancer	Sophie Rutschmann, Malgorzata (Maggie) Trela	Imperial College London	Health	https://www.coursera.org/learn/immunology-immune-failures-and-cancer-immunology	6.0	44
Introduction to Integrative Therapies and Healing Practices	4.7	Beginner level	Flexible schedule	Describe the field of integrative health.Evaluate the state of the research evidence and reliable sources to use.  Discuss the overall safety of these therapies and how to optimize safe use.Create a plan to successfully introduce integrative therapies into your work or other setting.	Evidence-Based Practices, patient-centered care, complementary therapies, wellbeing, integrative nursing	Introduction to the Field of Integrative Therapies, Types of Integrative Therapies, Evaluating the Evidence, How Safe Are Integrative Therapies?, What Impacts Use of Integrative Therapies?, Your Course Project, Reflections and Next Steps	Robin Austin, DNP, DC, Teri Verner, DNP, RN	University of Minnesota	Health	https://www.coursera.org/learn/integrative-therapies-and-healing-practices	17.0	432
Uso prudente de antimicrobianos en el entorno hospitalario	4.9	Intermediate level	Flexible schedule	En este curso aprenderas los principios de farmacología, resistencia de los antimicrobianos y aspectos clave a considerar durante su uso.El uso recomendado de antimicrobianos en neumonía, infección intraabdominal, urinaria, de piel y tejidos blandos y en la profilaxis quirúrgica.Principios de los Programas de Optimización de uso de Antimicrobianos y de la prevención y el control de infecciones en el entorno hospitalario.	Resistencia a los antimicrobianos., Pensamiento crítico., Uso de antimicrobianos, Cuidado de la salud	Semana 1: Módulo 0 y 1, Semana 2: Módulo 2 y 3, Semana 3: Módulo 4 y 5, Semana 4: Módulo 6 y 7, Semana 5: Módulo 8	Carlos Arturo Alvarez Moreno, Martha Carolina Valderrama Rios, Jorge Alberto Cortés Luna	Universidad Nacional de Colombia	Health	https://www.coursera.org/learn/antibioticos-uso-prudente	20.0	275
History of Mental Illness	4.6	Beginner level	Flexible schedule	Gain familiarity with the evolution of the modern sciences and professions of abnormal psychologyBecome aware of the cultural and socio-economic factors that have influenced our understanding and treatment of mental illnessLearn strategies for undertaking close reflection on diagnostic classifications and treatment of mental illness, both past and present	Not specified	Setting the Historical Context, Neurasthenia, Depression, Deficits of Attention, Narcissism	Jill Morawski	Wesleyan University	Health	https://www.coursera.org/learn/history-mental-illness	15.0	99
History of Medical Cannabis	4.8	Beginner level	Flexible schedule	Learn about the basic pharmacology of cannabis and how cannabinoids effect the body. Learn about the history of cannabis cultivation and legality. Learn about the barriers and approaches to cannabis research.Learn about the epidemiological data on cannabis use in terms of cognition, education, and behavior. 	Pharmacology, CBD and THC, Legality of cannabis, Public Health, History of cannabis	Introduction to Course and to Cannabis, History of Cannabis, Barriers to Research and How to Evaluate Research, Risks Associated with Cannabis Use	Kent Hutchison 	University of Colorado Boulder	Health	https://www.coursera.org/learn/history-medical-cannabis-cbd-thc	16.0	312
Pharmacy Dosages and Prescriptions Essentials	0.0	Beginner level	Flexible schedule	Verify medication orders, calculate and measure dosage, and prepare and package medicationsApply knowledge of pharmacology, documentation, and inventory management in the pharmacyUnderstand basic calculation methods related to pharmacy, including fractions, decimals, percentages, the metric system, ratios, and proportions	Counting/Weighing/Measuring Medications, Calculating Dosages, Understanding Tablet and Capsule Prescriptions, Liquid Prescriptions, Interpreting Prescriptions	Module 1, Module 2, Module 3, Module 4	Dr. Sherrie B. Moore	MedCerts	Health	https://www.coursera.org/learn/pharmacy-dosages-and-prescriptions-essentials	13.0	0
Ethics of Psychological Research	4.9	Beginner level	Flexible schedule	Explain why ethical practices are important in scientific research.Describe guidelines researchers follow for conducting ethical research. Explain necessary components for conducting ethical research with human participants.Explain necessary components for conducting ethical research with nonhuman animals.Describe issues associated with research misconduct.Evaluate ethical issues in research.	Psychology, History, Political Science, Ethics, Research And Design	Learn With PsycLearn Essentials, Introduction to Ethics in Psychology, Background and History, Codes and Enforcement, Ethical Standards for Using Nonhuman Animals in Research, Ethical Standards for Using Humans in Research, Analysis and Reporting of Research, Cumulative Check Your Understanding: Case Studies in Research Ethics, Conclusion, Course Assessment, PsycLearn Essentials APA Student Resources	Mike Stadler, PhD	American Psychological Association	Health	https://www.coursera.org/learn/ethics-of-psychological-research	11.0	10
Guided Imagery	4.8	Beginner level	Flexible schedule	Evaluate the role of guided imagery in health and healthcare and how you may use it professionally and personally. Assess if guided imagery is appropriate for a client or patient.  Identify and evaluate resources, including apps and commercial products that might be helpful in specific situations or for specific conditions. Create your own imagery intervention for a specific patient or group of patients  	symptom management, healthcare, Stress Management, wellbeing, Pain Management	What Is Guided Imagery and Its Role in Health and Healthcare?, How Does Guided Imagery Work? , Using Guided Imagery Apps or Products, Creating Your Own Imagery Intervention,  Delivering Effective Imagery Interventions, Evaluating Your Intervention and Other Ways to Use Imagery	Susan Thompson, DNP	University of Minnesota	Health	https://www.coursera.org/learn/guided-imagery	16.0	197
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)	4.8	Intermediate level	Flexible schedule	Describe a minimum of four key events in the history of patient safety and quality improvement. Define the key characteristics of high reliability organizations.Explain the benefits of having strategies for both proactive and reactive systems thinking.	Patient Care, Systems Thinking, Quality Improvement	The History of Patient Safety and Quality Improvement, Definitions in Patient Safety and Quality Improvement: An Overview, High Reliability Organizing and Why it Matters, Applying a Systems Lens to Healthcare	Melinda Sawyer	Johns Hopkins University	Health	https://www.coursera.org/learn/patient-safety-systems-view	5.0	1402
Developing the SIR Model	4.8	Intermediate level	Flexible schedule	Construct valid mathematical models capturing the natural history of a given infectious disease  Interpret compartmental models in terms of rates, proportions and delays Describe the fundamental processes driving the dynamics of an SIR epidemic and show their relation to important conceptsExplain mechanisms by which susceptibility can change over time and develop a simple SIR model to account for these under given parameters 	Mathematical Model, Infectious Diseases	Modelling the Basics, Anatomy of an Epidemic, Combining Modelling and Insights, Dynamics of Susceptibles	Nimalan Arinaminpathy	Imperial College London	Health	https://www.coursera.org/learn/developing-the-sir-model	21.0	259
Metabolic Makeover	4.6	Intermediate level	Flexible schedule	Learn the biochemical processes we call metabolism to keep the human body alive.Compare approaches used to track calorie intake and energy expenditure requirements.Discover static and dynamic components of metabolism and how they impact weight loss.	Nutrition Coaching, Metabolic Equivalent of Task (MET) Measurement, Caloric Expenditure Calculation / Estimation, Metabolic Process, Strategies for Increasing Metabolic Rates	"""NASMs Metabolic Makeover"""	NASM Faculty	National Academy of Sports Medicine	Health	https://www.coursera.org/learn/metabolic-makeover	2.0	26
Curanderismo: Global & Cultural Influences of Traditional Healing 	4.7	Beginner level	Flexible schedule	Examine Curanderismo in Latin America, Southwestern United States, Africa, Cuba, Puerto Rico, Peru, as well as the Mayan and Native American views.Recognize the contributions of the famous Mexican healer Niño Fidencio and how his healing methods have been influenced by healers like Chenchito.Discuss the influences of traditional medicine from indigenous beliefs, rituals & herbal medications.Explain how traditional medicine has been valued throughout the generations.	Not specified	EL ULTIMO CHENCHITO, THE LAST OF THE FIDENCISTA HEALERS, AFRICAN TRADITIONAL MEDICINE & AFRICAN HEALING THROUGH MUSIC, AFRO-LATINO HEALING THROUGH MUSIC AND DANCE & AFRO-CUBAN HEALING TECHNIQUES, AFRO-PUERTO RICAN HEALING MODALITIES & SACRED TOBACCO OF PERU/MEDICINAL PLANTS FOR WOMEN, NATIVE AMERICAN FEATHER HEALING & MAYAN ACUPUCTURE	Mario Del Angel-Guevara, Eliseo (Cheo) Torres	University of New Mexico	Health	https://www.coursera.org/learn/curanderismo-global-traditional-healing	14.0	38
COVID Vaccine Ambassador Training: How to Talk to Parents  	4.9	Beginner level	Flexible schedule	Share knowledge about COVID-19 and the COVID-19 vaccine.Engage in conversations about vaccine hesitancy in a respectful and empathetic way. Direct people to credible sources for further information about the COVID-19 vaccine.Recognize and respond to misinformation about the COVID-19 vaccine.	Misinformation Response, Active Listening, Communication, Public Health	Why are people hesitant about vaccines and how can we effectively communicate with people who are hesitant? , What is the immune system and what is the SARS CoV-2 virus?, What are vaccines, how are they developed, and which COVID-19 vaccines will be distributed in the US?, How to spot and respond to misinformation online, Vaccines for 5-11 year olds	Rupali J. Limaye, PhD, MPH, MA	Johns Hopkins University	Health	https://www.coursera.org/learn/covid-vaccine-ambassador	2.0	1221
Biology Everywhere Specialization	4.6	Beginner level	Flexible schedule	Apply concepts such as cell biology, conservation, and genetics to your daily lifeRelate parts of your daily experiences to biologyIdentify and explain current biological issues in today’s societyRelate the study of biology to other fields, such as business, art, and chemistry	Explain the relationship between biology and other disciplines, Apply biology everywhere principles and mindset to the classroom, Relate and apply biology content to real world issues and daily life	Biology Everywhere Foundations, The Little Stuff: Energy, Cells, and Genetics, The Big Stuff: Evolution and Ecology, Specialty Topics: Biology Across Disciplines	Melanie Peffer	University of Colorado Boulder	Health	https://www.coursera.org/specializations/biology-everywhere	40.0	184
Grundlagen der Unfallchirurgie	4.8	Intermediate level	Flexible schedule	Unfallmechanismen und ihre FolgenFrakturlokalisierungFrakturklassifizierungVersorgung nach Goldstandard	Frakturlokalisierung, Traumadiagnostik, Frakturklassifizierung, Rehabilitation nach Trauma, Frakturversorgung	Modul 1, Modul 2, Modul 3, Modul 4 , Modul 5, Modul 6	Peter Biberthaler	Technical University of Munich (TUM)	Health	https://www.coursera.org/learn/unfallchirurgie	12.0	62
Transmitting and Fighting Infectious Diseases	0.0	Beginner level	Flexible schedule	 Compare bacteria, viruses and parasites as causes of infectious disease.   Describe different modes of transmission of infectious agents.  Understand  what an antibiotic is and explain what is meant by resistance to antibiotics.   Explain the basic components of the immune system and how it fights invading pathogens. 	transmission of infectious diseases, bacterial resistance, antibiotics, infections, immunization, immune system	Infectious diseases, The immune system	Andrew Kirby	University of Leeds	Health	https://www.coursera.org/learn/transmitting-and-fighting-infectious-diseases	7.0	0
Science of Firearm Injury Prevention Among Children & Teens	0.0	Beginner level	Flexible schedule	Understand how epidemiological trends and disparities in pediatric firearm injuries and deaths can guide interventions.Utilize various research methods and theories to create and evaluate firearm injury prevention programs.Recognize existing and promising policies that protect children and teens against firearm injury and death.	Firearm Policy, Gun Violence, Firearm Injury Prevention, health, Public Health	Overview of Child and Adolescent Firearm Injury, Firearm-Related Suicide, Unintentional Injury, Community Violence, Intimate Partner Violence/Dating Violence and Family Violence, School & Mass Shootings, Officer-Involved Shootings	Patrick Carter, MD, Rebecca Cunningham , Marc A Zimmerman, PhD	University of Michigan	Health	https://www.coursera.org/learn/science-of-firearm-injury-prevention-children-teens	40.0	0
Point of Care Testing for Sexually Transmitted Infections	4.6	Beginner level	Flexible schedule	After completing this course, you will be able to discuss the importance of Point of Care Testing (POCT) for common sexually transmitted infections.After completing this course, you will be able to discuss the obstacles currently present with POCT for STI development and adoption.	Not specified	STIs:  What are they and why do we care?, Bacterial STIs, Viral STIs, Diagnosing STIs, and STI Clinical Services, STI POCTs: Are they currently used and how?	Anne Rompalo, MD, ScM	Johns Hopkins University	Health	https://www.coursera.org/learn/poct-for-sti	6.0	16
The Nurse's Toolkit	0.0	Not specified	Flexible schedule	  Learn critical life-saving techniques for patient care   Use patient case studies for assessment, evaluation, and treatment Use augmented reality to visualize and compare types of airway complications and fractures	healthcare, Nursing, Nursing Skills, Patient care treatment, Emergency care	"""Week 1 | The ABCs of Airway Management "", Week 2 | Bruised, Battered, and Broken: Your Guide to Trauma Treatment, Week 3 | Immobilization and Splinting , Week 4 | The Severe Infection Connection: Sepsis and Fluid Resuscitation , Week 5 | Wounds and Burns: A Hot Topic, Week 6 | Pushing it to the Limit: Obstetrical Emergencies"	Dr. Deborah Lee, Dr. Melissa Bathish, Dr. Jeri Antilla, Dr. Raymond Blush	University of Michigan	Health	https://www.coursera.org/learn/the-nurses-toolkit	16.0	0
Sex from Molecules to Elephants	0.0	Beginner level	Flexible schedule	An introduction to biology from cells to higher multicellular organisms, past, present and future.The principles of heredity and evolution.The significance of meiosis and how germ cells are generated.Sex determination and why there are (usually) two sexes and how this affects the natural history of living organisms.	Not specified	Introduction to the Course, Chapter 1 - Biodiversity, Chapter 2 - Evolution and Genetics, Chapter 3 - Meiosis and Gametes, Chapter 4 - Females, Males, Etc., Chapter 5 - Sociality, Chapter 6 - Embryonic Development, Chapter 7 - Flowers	Michael Brandeis	Hebrew University of Jerusalem	Health	https://www.coursera.org/learn/sex-from-molecules-to-elephants	22.0	0
